"fleet_segment";"Month";"VESSELS";"DAYS";"GT"
"PGP_VL0612";"51";"1357";"12";"4.25256975"
"PGP_VL0612";"52";"1357";"12";"4.25256975"
"PGP_VL0612";"53";"1357";"12";"4.25256975"
"PGP_VL0612";"54";"1357";"14";"4.25256975"
"PGP_VL0612";"55";"1357";"15";"4.25256975"
"PGP_VL0612";"56";"1357";"15";"4.25256975"
"PGP_VL0612";"57";"1357";"11";"4.25256975"
"PGP_VL0612";"58";"1357";"9";"4.25256975"
"PGP_VL0612";"59";"1357";"5";"4.25256975"
"PGP_VL0612";"60";"1357";"6";"4.25256975"
"PGP_VL0612";"61";"1349";"6";"4.249630724"
"PGP_VL0612";"62";"1349";"6";"4.249630724"
"PGP_VL0612";"63";"1349";"11";"4.249630724"
"PGP_VL0612";"64";"1349";"10";"4.249630724"
"PGP_VL0612";"65";"1349";"14";"4.249630724"
"PGP_VL0612";"66";"1349";"15";"4.249630724"
"PGP_VL0612";"67";"1349";"13";"4.249630724"
"PGP_VL0612";"68";"1349";"16";"4.249630724"
"PGP_VL0612";"69";"1349";"13";"4.249630724"
"PGP_VL0612";"70";"1349";"10";"4.249630724"
"PGP_VL0612";"71";"1349";"11";"4.249630724"
"PGP_VL0612";"72";"1349";"8";"4.249630724"
"PGP_VL0612";"73";"1331";"3";"4.222305389"
"PGP_VL0612";"74";"1331";"6";"4.222305389"
"PGP_VL0612";"75";"1331";"9";"4.222305389"
"PGP_VL0612";"76";"1331";"10";"4.222305389"
"PGP_VL0612";"77";"1331";"14";"4.222305389"
"PGP_VL0612";"78";"1331";"16";"4.222305389"
"PGP_VL0612";"79";"1331";"16";"4.222305389"
"PGP_VL0612";"80";"1331";"16";"4.222305389"
"PGP_VL0612";"81";"1331";"12";"4.222305389"
"PGP_VL0612";"82";"1331";"11";"4.222305389"
"PGP_VL0612";"83";"1331";"8";"4.222305389"
"PGP_VL0612";"84";"1331";"5";"4.222305389"
"PGP_VL0612";"85";"1322";"6";"4.215523738"
"PGP_VL0612";"86";"1322";"5";"4.215523738"
"PGP_VL0612";"87";"1322";"6";"4.215523738"
"PGP_VL0612";"88";"1322";"11";"4.215523738"
"PGP_VL0612";"89";"1322";"9";"4.215523738"
"PGP_VL0612";"90";"1322";"12";"4.215523738"
"PGP_VL0612";"91";"1322";"15";"4.215523738"
"PGP_VL0612";"92";"1322";"11";"4.215523738"
"PGP_VL0612";"93";"1322";"12";"4.215523738"
"PGP_VL0612";"94";"1322";"10";"4.215523738"
"PGP_VL0612";"95";"1322";"5";"4.215523738"
"PGP_VL0612";"96";"1322";"8";"4.215523738"
"PGP_VL0612";"97";"1321";"5";"4.229260935"
"PGP_VL0612";"98";"1321";"6";"4.229260935"
"PGP_VL0612";"99";"1321";"11";"4.229260935"
"PGP_VL0612";"100";"1321";"11";"4.229260935"
"PGP_VL0612";"101";"1321";"11";"4.229260935"
"PGP_VL0612";"102";"1321";"13";"4.229260935"
"PGP_VL0612";"103";"1321";"13";"4.229260935"
"PGP_VL0612";"104";"1321";"11";"4.229260935"
"PGP_VL0612";"105";"1321";"10";"4.229260935"
"PGP_VL0612";"106";"1321";"10";"4.229260935"
"PGP_VL0612";"107";"1321";"6";"4.229260935"
"PGP_VL0612";"108";"1321";"7";"4.229260935"
"PGP_VL0612";"109";"1293";"5";"4.204149548"
"PGP_VL0612";"110";"1293";"6";"4.204149548"
"PGP_VL0612";"111";"1293";"11";"4.204149548"
"PGP_VL0612";"112";"1293";"12";"4.204149548"
"PGP_VL0612";"113";"1293";"13";"4.204149548"
"PGP_VL0612";"114";"1293";"12";"4.204149548"
"PGP_VL0612";"115";"1293";"14";"4.204149548"
"PGP_VL0612";"116";"1293";"11";"4.204149548"
"PGP_VL0612";"117";"1293";"11";"4.204149548"
"PGP_VL0612";"118";"1293";"10";"4.204149548"
"PGP_VL0612";"119";"1293";"6";"4.204149548"
"PGP_VL0612";"120";"1293";"6";"4.204149548"
"PGP_VL0612";"121";"1194";"5";"4.147893427"
"PGP_VL0612";"122";"1194";"6";"4.147893427"
"PGP_VL0612";"123";"1194";"10";"4.147893427"
"PGP_VL0612";"124";"1194";"12";"4.147893427"
"PGP_VL0612";"125";"1194";"15";"4.147893427"
"PGP_VL0612";"126";"1194";"16";"4.147893427"
"PGP_VL0612";"127";"1194";"17";"4.147893427"
"PGP_VL0612";"128";"1194";"14";"4.147893427"
"PGP_VL0612";"129";"1194";"12";"4.147893427"
"PGP_VL0612";"130";"1194";"10";"4.147893427"
"PGP_VL0612";"131";"1194";"9";"4.147893427"
"PGP_VL0612";"132";"1194";"9";"4.147893427"
"PGP_VL0612";"133";"1194";"5";"4.147893427"
"PGP_VL0612";"134";"1194";"6";"4.147893427"
"PGP_VL0612";"135";"1194";"10";"4.147893427"
"PGP_VL0612";"136";"1194";"12";"4.147893427"
"PGP_VL0612";"137";"1194";"15";"4.147893427"
"PGP_VL0612";"138";"1194";"16";"4.147893427"
"PGP_VL0612";"139";"1194";"17";"4.147893427"
"PGP_VL0612";"140";"1194";"14";"4.147893427"
"PGP_VL0612";"141";"1194";"12";"4.147893427"
"PGP_VL0612";"142";"1194";"10";"4.147893427"
"PGP_VL0612";"143";"1194";"9";"4.147893427"
"PGP_VL0612";"144";"1194";"9";"4.147893427"
"PGP_VL0612";"145";"1194";"5";"4.147893427"
"PGP_VL0612";"146";"1194";"6";"4.147893427"
"PGP_VL0612";"147";"1194";"10";"4.147893427"
"PGP_VL0612";"148";"1194";"12";"4.147893427"
"PGP_VL0612";"149";"1194";"15";"4.147893427"
"PGP_VL0612";"150";"1194";"16";"4.147893427"
"PGP_VL0612";"151";"1194";"17";"4.147893427"
"PGP_VL0612";"152";"1194";"14";"4.147893427"
"PGP_VL0612";"153";"1194";"12";"4.147893427"
"PGP_VL0612";"154";"1194";"10";"4.147893427"
"PGP_VL0612";"155";"1194";"9";"4.147893427"
"PGP_VL0612";"156";"1194";"9";"4.147893427"
