"DTS_VL1218";"DTS_VL1824";"PGP_VL0006";"PGP_VL0612"
0.147458100558659;0.331815642458101;0.134720670391061;0.386005586592179
0.0288617886178862;0.476016260162602;0.12970189701897;0.365420054200542
0.342990629812335;0.371623208832511;0.0255265836661186;0.259859577689035
0.377720281730631;0.432054046284318;-0.000574960471467587;0.190800632456519
0.132119462640169;0.040635061618741;-0.002220495170423;0.829465970911513
0.252147104162079;0.729291848869035;0.0191902350017303;-0.000629188032843615
0.488975148146447;0.436193669897561;-0.000459368827231384;0.0752905507832238
0.565168034434643;0.251921576047111;0.1474824397512;0.0354279497670459
0.63075956237324;0.253177935841403;0.109435255805982;0.00662724597937555
0.536983804248755;0.266388557806913;0.0869031760499194;0.109724461894412
0.610265962951464;0.257511469867881;0.0499499810272862;0.0822725861533685
0.581986525027901;0.323275327574092;0.0478650849419254;0.0468730624560823
0.486726751331422;0.407742728390004;0.0917247029905776;0.0138058172879967
0.427908405282736;0.348121352762516;0.192164624782445;0.0318056171723032
0.5620041366962;0.318772574321613;0.0886611304911555;0.030562158491032
0.519242259164236;0.420974941130988;0.039890345482023;0.0198924542227533
0.419222130801219;0.530565500678245;0.0342680513242456;0.0159443171962908
0.487195425161611;0.466061660865241;0.034104094148848;0.0126388198242997
0.462129341993787;0.455634001694437;0.0316012425868399;0.0506354137249365
0.570685896360892;0.31850578567835;0.0264128794231092;0.0843954385376488
0.643368869936034;0.310831556503198;0.0290831556503198;0.0167164179104478
0.691224310153469;0.230663247732405;0.0494469746258946;0.0286654674882315
0.627682150436218;0.248349445885404;0.0422659750058948;0.0817024286724829
0.793377234242709;0.15653809971778;0.0430856067732832;0.00699905926622766
0.638746695167914;0.295269168026101;0.0304325814254374;0.0355515553805479
0.683219618949537;0.208322605561277;0.092494850669413;0.0159629248197734
0.52986994678039;0.245444612836147;0.126845945088641;0.0978394952948225
0.311075516401375;0.405479360630026;0.230386758767978;0.0530583642006207
0.351680963521359;0.559938480201022;0.0597435230915865;0.0286370331860324
0.574187735795934;0.393978639938435;0.0186384368489217;0.0131951874167089
0.57860718171926;0.258454842219804;0.0821545157780196;0.0807834602829162
0.555573401863155;0.39178445229682;0.0096370061034372;0.0430051397365885
0.656259518732866;0.239161336176262;0.0140623413544522;0.0905168037364199
0.613522980575311;0.328149877932279;0.0186285956904787;0.0396985458019319
0.709340686395194;0.227682308336206;0.0235363631887341;0.0394406420798661
0.724363507779349;0.266840523338048;0.00782355021216407;0.000972418670438472
0.719542781957979;0.265202911064512;0.00612639282924222;0.00912791414826693
0.634124087591241;0.240665356541269;0.0445325659741718;0.0806779898933184
0.544198119826014;0.242984425424442;0.0875543707029606;0.125263084046583
0.437487406810397;0.323241990731412;0.189250453354826;0.0500201491033649
0.351057104727119;0.503570508768233;0.101191730467561;0.0441806560370865
0.40989645559538;0.564496216646754;0.0156511350059737;0.00995619275189168
0.446416199181995;0.486757705115884;0.00931989361464363;0.0575062020874774
0.555573401863155;0.39178445229682;0.0096370061034372;0.0430051397365885
0.656259518732866;0.239161336176262;0.0140623413544522;0.0905168037364199
0.613522980575311;0.328149877932279;0.0186285956904787;0.0396985458019319
0.709340686395194;0.227682308336206;0.0235363631887341;0.0394406420798661
0.724363507779349;0.266840523338048;0.00782355021216407;0.000972418670438472
0.719542781957979;0.265202911064512;0.00612639282924222;0.00912791414826693
0.634124087591241;0.240665356541269;0.0445325659741718;0.0806779898933184
0.544198119826014;0.242984425424442;0.0875543707029606;0.125263084046583
0.437487406810397;0.323241990731412;0.189250453354826;0.0500201491033649
0.351057104727119;0.503570508768233;0.101191730467561;0.0441806560370865
0.40989645559538;0.564496216646754;0.0156511350059737;0.00995619275189168
0.446416199181995;0.486757705115884;0.00931989361464363;0.0575062020874774
0.555573401863155;0.39178445229682;0.0096370061034372;0.0430051397365885
0.656259518732866;0.239161336176262;0.0140623413544522;0.0905168037364199
0.613522980575311;0.328149877932279;0.0186285956904787;0.0396985458019319
0.709340686395194;0.227682308336206;0.0235363631887341;0.0394406420798661
0.724363507779349;0.266840523338048;0.00782355021216407;0.000972418670438472
0.719542781957979;0.265202911064512;0.00612639282924222;0.00912791414826693
0.634124087591241;0.240665356541269;0.0445325659741718;0.0806779898933184
0.544198119826014;0.242984425424442;0.0875543707029606;0.125263084046583
0.437487406810397;0.323241990731412;0.189250453354826;0.0500201491033649
0.351057104727119;0.503570508768233;0.101191730467561;0.0441806560370865
0.40989645559538;0.564496216646754;0.0156511350059737;0.00995619275189168
0.446416199181995;0.486757705115884;0.00931989361464363;0.0575062020874774
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
